,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
29,across,adverb,a1,/əˈkrɒs/,/əˈkrɔːs/,from one side to the other side,It's too wide. We can't swim across.,across_uk.mp3,across_us.mp3
30,across,preposition,a1,/əˈkrɒs/,/əˈkrɔːs/,from one side to the other side of something,He walked across the field.,across_uk.mp3,across_us.mp3
31,act,noun,b1,/ækt/,/ækt/,a particular thing that somebody does,You have committed a serious criminal act.,act_uk.mp3,act_us.mp3
32,act,verb,a2,/ækt/,/ækt/,to do something for a particular purpose or in order to deal with a situation,"act to do something, It is vital that we act to stop the destruction of the rainforests.",act_uk.mp3,act_us.mp3
33,action,noun,a1,/ˈækʃn/,/ˈækʃn/,the process of doing something in order to make something happen or to deal with a situation,The time has come for action if these beautiful animals are to survive.,action_uk.mp3,action_us.mp3
34,active,adjective,a2,/ˈæktɪv/,/ˈæktɪv/,"always busy doing things, especially physical activities",Staying physically active in later years can also keep you feeling younger. ,active_uk.mp3,active_us.mp3
35,activity,noun,a1,/ækˈtɪvəti/,/ækˈtɪvəti/,a thing that you do for interest or pleasure,leisure/outdoor/recreational activities,activity_uk.mp3,activity_us.mp3
36,actor,noun,a1,/ˈæktə(r)/,/ˈæktər/,"a person who performs on the stage, on television or in films, especially as a profession",Both lead actors (= the ones who play the main parts) are outstanding.,actor_uk.mp3,actor_us.mp3
37,actress,noun,a1,/ˈæktrəs/,/ˈæktrəs/,"a woman who performs on the stage, on television or in films, especially as a profession",The Oscar-winning actress has taken a break from acting.,actress_uk.mp3,actress_us.mp3
38,actual,adjective,b2,/ˈæktʃuəl/,/ˈæktʃuəl/,used to emphasize something that is real or exists in fact,James looks younger than his wife but in actual fact (= really) he is five years older.,actual_uk.mp3,actual_us.mp3
39,actually,adverb,a2,/ˈæktʃuəli/,/ˈæktʃuəli/,"used in speaking to emphasize a fact or a comment, or that something is really true",What did she actually say?,actually_uk.mp3,actually_us.mp3
40,ad,noun,b1,/æd/,/æd/,"a notice, picture or film telling people about a product, job or service",The TV ads were first run last year.,ad_uk.mp3,ad_us.mp3
41,adapt,verb,b2,/əˈdæpt/,/əˈdæpt/,to change your behaviour in order to deal more successfully with a new situation,It's amazing how soon you adapt.,adapt_uk.mp3,adapt_us.mp3
42,add,verb,a1,/æd/,/æd/,"to put something together with something else so as to increase the size, number, amount, etc.","add something, Next add the flour.",add_uk.mp3,add_us.mp3
43,addition,noun,b1,/əˈdɪʃn/,/əˈdɪʃn/,a thing that is added to something else,All of these technologies are fairly recent additions.,addition_uk.mp3,addition_us.mp3
44,additional,adjective,b2,/əˈdɪʃənl/,/əˈdɪʃənl/,more than was first mentioned or is usual,additional resources/funds/security/funding/costs,additional_uk.mp3,additional_us.mp3
45,address,noun,a1,/əˈdres/,/əˈdres/,"details of where somebody lives or works and where letters, etc. can be sent",What's your name and address?,address_uk.mp3,address_us.mp3
46,address,verb,b2,/əˈdres/,/əˈdres/,to think about a problem or a situation and decide how you are going to deal with it,"address something, Your essay does not address the real issues.",address_uk.mp3,address_us.mp3
47,administration,noun,b2,/ədˌmɪnɪˈstreɪʃn/,/ədˌmɪnɪˈstreɪʃn/,"the activities that are done in order to plan, organize and run a business, school or other institution",Administration costs are passed on to the customer.,administration_uk.mp3,administration_us.mp3
48,admire,verb,b1,/ədˈmaɪə(r)/,/ədˈmaɪər/,to respect somebody for what they have done or to respect their qualities,"admire somebody/something, I really admire your enthusiasm.",admire_uk.mp3,admire_us.mp3
49,admit,verb,b1,/ədˈmɪt/,/ədˈmɪt/,"to agree, often unwillingly, that something is true","It was a stupid thing to do, I admit.",admit_uk.mp3,admit_us.mp3
50,adopt,verb,b2,/əˈdɒpt/,/əˈdɑːpt/,to take somebody else’s child into your family and become its legal parent(s),a campaign to encourage childless couples to adopt,adopt_uk.mp3,adopt_us.mp3
51,adult,adjective,a2,/ˈædʌlt/,/əˈdʌlt/,fully grown or developed,preparing young people for adult life,adult_uk.mp3,adult_us.mp3
52,adult,noun,a1,/ˈædʌlt/,/əˈdʌlt/,a fully grown person who is legally responsible for their actions,Children must be accompanied by an adult.,adult_uk.mp3,adult_us.mp3
53,advance,adjective,b2,/ədˈvɑːns/,/ədˈvæns/,done or given before something is going to happen,Please give us advance warning of any changes.,advance_uk.mp3,advance_us.mp3
54,advance,noun,b2,/ədˈvɑːns/,/ədˈvæns/,progress or a development in a particular activity or area of understanding,We live in an age of rapid technological advance.,advance_uk.mp3,advance_us.mp3
55,advance,verb,b2,/ədˈvɑːns/,/ədˈvæns/,"if knowledge, technology, etc. advances, it develops and improves",Technology is advancing at an incredibly rapid pace.,advance_uk.mp3,advance_us.mp3
56,advanced,adjective,b1,/ədˈvɑːnst/,/ədˈvænst/,"having the most modern and recently developed ideas, methods, etc.",Scientists are working on highly advanced technology to replace fossil fuels.,advanced_uk.mp3,advanced_us.mp3
57,advantage,noun,a2,/ədˈvɑːntɪdʒ/,/ədˈvæntɪdʒ/,a thing that helps you to be better or more successful than other people,a distinct/significant/huge advantage,advantage_uk.mp3,advantage_us.mp3
58,adventure,noun,a2,/ədˈventʃə(r)/,/ədˈventʃər/,"an unusual, exciting or dangerous experience, journey or series of events",her adventures travelling in Africa,adventure_uk.mp3,adventure_us.mp3
59,advertise,verb,a2,/ˈædvətaɪz/,/ˈædvərtaɪz/,to tell the public about a product or a service in order to encourage people to buy or to use it,If you want to attract customers you need to advertise.,advertise_uk.mp3,advertise_us.mp3
60,advertisement,noun,a2,/ədˈvɜːtɪsmənt/,/ˌædvərˈtaɪzmənt/,"a notice, picture or film telling people about a product, job or service",a newspaper/television advertisement,advertisement_uk.mp3,advertisement_us.mp3
61,advertising,noun,a2,/ˈædvətaɪzɪŋ/,/ˈædvərtaɪzɪŋ/,"the activity and industry of advertising things to people on television, in newspapers, on the internet, etc.",Cigarette advertising has been banned.,advertising_uk.mp3,advertising_us.mp3
62,advice,noun,a1,/ədˈvaɪs/,/ədˈvaɪs/,an opinion or a suggestion about what somebody should do in a particular situation,expert/practical/professional/medical advice,advice_uk.mp3,advice_us.mp3
63,advise,verb,b1,/ədˈvaɪz/,/ədˈvaɪz/,to tell somebody what you think they should do in a particular situation,"advise against doing something, I would strongly advise against going out on your own.",advise_uk.mp3,advise_us.mp3
64,affair,noun,b2,/əˈfeə(r)/,/əˈfer/,events that are of public interest or political importance,world/international affairs,affair_uk.mp3,affair_us.mp3
65,affect,verb,a2,/əˈfekt/,/əˈfekt/,to produce a change in somebody/something,How will these changes affect us?,affect_uk.mp3,affect_us.mp3
66,afford,verb,b1,/əˈfɔːd/,/əˈfɔːrd/,to have enough money to be able to buy or do something,"afford something, Can we afford a new car?",afford_uk.mp3,afford_us.mp3
67,afraid,adjective,a1,/əˈfreɪd/,/əˈfreɪd/,feeling fear; frightened because you think that you might be hurt or suffer,Don't be afraid.,afraid_uk.mp3,afraid_us.mp3
68,after,adverb,a2,/ˈɑːftə(r)/,/ˈæftər/,later in time; afterwards,"That was in 1996. Soon after, I heard that he'd died.",after_uk.mp3,after_us.mp3
69,after,conjunction,a2,/ˈɑːftə(r)/,/ˈæftər/,at a time later than something; when something has finished,I'll call you after I've spoken to them.,after_uk.mp3,after_us.mp3
70,after,preposition,a1,/ˈɑːftə(r)/,/ˈæftər/,later than something; following something in time,We'll leave after lunch.,after_uk.mp3,after_us.mp3
71,afternoon,noun,a1,/ˌɑːftəˈnuːn/,/ˌæftərˈnuːn/,the period of time from 12 o'clock in the middle of the day until about 6 o’clock in the evening,this/yesterday/tomorrow afternoon,afternoon_uk.mp3,afternoon_us.mp3
72,afterwards,adverb,b2,/ˈɑːftəwədz/,/ˈæftərwərdz/,at a later time; after an event that has already been mentioned,Afterwards she was sorry for what she'd said.,afterwards_uk.mp3,afterwards_us.mp3
73,again,adverb,a1,/əˈɡen/,/əˈɡen/,one more time; on another occasion,This must never happen again.,again_uk.mp3,again_us.mp3
74,against,preposition,a2,/əˈɡenst/,/əˈɡenst/,opposing or disagreeing with somebody/something,the fight against terrorism,against_uk.mp3,against_us.mp3
75,age,noun,a1,/eɪdʒ/,/eɪdʒ/,the number of years that a person has lived or a thing has existed,You're the same age as my brother.,age_uk.mp3,age_us.mp3
76,age,verb,b1,/eɪdʒ/,/eɪdʒ/,to become older,"As he aged, his memory got worse.",age_uk.mp3,age_us.mp3
77,aged,adjective,b1,/eɪdʒd/,/eɪdʒd/,of the age of,They have two children aged six and nine.,aged_uk.mp3,aged_us.mp3
78,agency,noun,b2,/ˈeɪdʒənsi/,/ˈeɪdʒənsi/,a business or an organization that provides a particular service especially when representing other businesses or organizations,She works for an advertising agency.,agency_uk.mp3,agency_us.mp3
79,agenda,noun,b2,/əˈdʒendə/,/əˈdʒendə/,a list of items to be discussed at a meeting,We have a very full agenda of issues to discuss.,agenda_uk.mp3,agenda_us.mp3
80,agent,noun,b1,/ˈeɪdʒənt/,/ˈeɪdʒənt/,"a person whose job is to act for, or manage the affairs of, other people in business, politics, etc.",Our agent in New York deals with all US sales.,agent_uk.mp3,agent_us.mp3
81,aggressive,adjective,b2,/əˈɡresɪv/,/əˈɡresɪv/,"angry, and behaving in a threatening way; ready to attack",Seals have been known to exhibit aggressive behaviour towards swimmers.,aggressive_uk.mp3,aggressive_us.mp3
82,ago,adverb,a1,/əˈɡəʊ/,/əˈɡəʊ/,used in expressions of time with the simple past tense to show how far in the past something happened,two weeks/months/years ago,ago_uk.mp3,ago_us.mp3
83,agree,verb,a1,/əˈɡriː/,/əˈɡriː/,to have the same opinion as somebody; to say that you have the same opinion,"When he said that, I had to agree.",agree_uk.mp3,agree_us.mp3
84,agreement,noun,b1,/əˈɡriːmənt/,/əˈɡriːmənt/,"an arrangement, a promise or a contract made with somebody",an international peace agreement,agreement_uk.mp3,agreement_us.mp3
85,ah,exclamation,a2,/ɑː/,/ɑː/,"used to express surprise, pleasure or sympathy, or when you disagree with somebody","Ah, there you are!",ah_uk.mp3,ah_us.mp3
86,ahead,adverb,b1,/əˈhed/,/əˈhed/,further forward in space or time; in front,I'll run ahead and warn them.,ahead_uk.mp3,ahead_us.mp3
87,aid,noun,b2,/eɪd/,/eɪd/,"money, food, etc. that is sent to help countries in difficult situations",humanitarian/food/medical aid,aid_uk.mp3,aid_us.mp3
88,aid,verb,b2,/eɪd/,/eɪd/,"to help somebody/something to do something, especially by making it easier","aid in something, The test is designed to aid in the diagnosis of various diseases.",aid_uk.mp3,aid_us.mp3
89,aim,noun,b1,/eɪm/,/eɪm/,the purpose of doing something; what somebody is trying to achieve,the stated aims of the study ,aim_uk.mp3,aim_us.mp3
90,aim,verb,b1,/eɪm/,/eɪm/,to try or plan to achieve something,He has always aimed high (= tried to achieve a lot).,aim_uk.mp3,aim_us.mp3
91,air,noun,a1,/eə(r)/,/er/,the mixture of gases that surrounds the earth and that we breathe,Let's go out for some fresh air.,air_uk.mp3,air_us.mp3
92,aircraft,noun,b2,/ˈeəkrɑːft/,/ˈerkræft/,any vehicle that can fly and carry goods or passengers,fighter/transport/military aircraft,aircraft_uk.mp3,aircraft_us.mp3
93,airline,noun,a2,/ˈeəlaɪn/,/ˈerlaɪn/,a company that provides regular flights to take passengers and goods to different places,an airline pilot/passenger,airline_uk.mp3,airline_us.mp3
94,airport,noun,a1,/ˈeəpɔːt/,/ˈerpɔːrt/,a place where planes land and take off and that has buildings for passengers to wait in,Gatwick Airport,airport_uk.mp3,airport_us.mp3
95,alarm,noun,b1,/əˈlɑːm/,/əˈlɑːrm/,a loud noise or a signal that warns people of danger or of a problem,She decided to sound the alarm (= warn people that the situation was dangerous).,alarm_uk.mp3,alarm_us.mp3
96,alarm,verb,b2,/əˈlɑːm/,/əˈlɑːrm/,to make somebody anxious or afraid,I can only guess that they don't want to alarm the public yet.,alarm_uk.mp3,alarm_us.mp3
97,album,noun,b1,/ˈælbəm/,/ˈælbəm/,"a book in which you keep photographs, stamps, etc.",a photo album,album_uk.mp3,album_us.mp3
98,alcohol,noun,b1,/ˈælkəhɒl/,/ˈælkəhɔːl/,"drinks such as beer, wine, etc. that can make people drunk",He never drinks alcohol.,alcohol_uk.mp3,alcohol_us.mp3
99,alcoholic,adjective,b1,/ˌælkəˈhɒlɪk/,/ˌælkəˈhɑːlɪk/,connected with or containing alcohol,alcoholic drinks/beverages,alcoholic_uk.mp3,alcoholic_us.mp3
100,alive,adjective,a2,/əˈlaɪv/,/əˈlaɪv/,living; not dead,Is your mother still alive?,alive_uk.mp3,alive_us.mp3
101,all,adverb,a2,/ɔːl/,/ɔːl/,completely,She was dressed all in white.,all_uk.mp3,all_us.mp3
102,all,determiner,a1,/ɔːl/,/ɔːl/,the whole number of,"All horses are animals, but not all animals are horses.",all_uk.mp3,all_us.mp3
103,all,pronoun,a1,/ɔːl/,/ɔːl/,the whole number or amount,All of the food has gone.,all_uk.mp3,all_us.mp3
104,all right,adjective,a2,/ɔːl ˈraɪt/,/ɔːl ˈraɪt/,acceptable; in an acceptable manner,Is the coffee all right?,all right_uk.mp3,all right_us.mp3
105,all right,adverb,a2,/ɔːl ˈraɪt/,/ɔːl ˈraɪt/,acceptable; in an acceptable manner,Is the coffee all right?,all right_uk.mp3,all right_us.mp3
106,all right,exclamation,a2,/ɔːl ˈraɪt/,/ɔːl ˈraɪt/,used to check that somebody agrees or understands,"We've got to get up early, all right?",all right_uk.mp3,all right_us.mp3
107,allow,verb,a2,/əˈlaʊ/,/əˈlaʊ/,to let somebody/something do something; to let something happen or be done,"allow somebody/something to do something, His parents won't allow him to stay out late.",allow_uk.mp3,allow_us.mp3
108,almost,adverb,a2,/ˈɔːlməʊst/,/ˈɔːlməʊst/,not quite,I like almost all of them.,almost_uk.mp3,almost_us.mp3
109,alone,adjective,a2,/əˈləʊn/,/əˈləʊn/,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with.",alone_uk.mp3,alone_us.mp3
110,alone,adverb,a2,/əˈləʊn/,/əˈləʊn/,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with.",alone_uk.mp3,alone_us.mp3
111,along,adverb,a2,/əˈlɒŋ/,/əˈlɔːŋ/,forward,I was just walking along singing to myself.,along_uk.mp3,along_us.mp3
112,along,preposition,a2,/əˈlɒŋ/,/əˈlɔːŋ/,from one end to or towards the other end of something,They walked slowly along the road.,along_uk.mp3,along_us.mp3
113,already,adverb,a2,/ɔːlˈredi/,/ɔːlˈredi/,before now or before a particular time in the past,"‘Lunch?’ ‘No thanks, I've already eaten.’",already_uk.mp3,already_us.mp3
114,also,adverb,a1,/ˈɔːlsəʊ/,/ˈɔːlsəʊ/,in addition; too,She's fluent in French and German. She also speaks a little Italian.,also_uk.mp3,also_us.mp3
115,alter,verb,b2,/ˈɔːltə(r)/,/ˈɔːltər/,to become different; to make somebody/something different,Prices did not alter significantly during 2019.,alter_uk.mp3,alter_us.mp3
116,alternative,adjective,b1,/ɔːlˈtɜːnətɪv/,/ɔːlˈtɜːrnətɪv/,that can be used instead of something else,The road was closed so we had to find an alternative route.,alternative_uk.mp3,alternative_us.mp3
117,alternative,noun,a2,/ɔːlˈtɜːnətɪv/,/ɔːlˈtɜːrnətɪv/,a thing that you can choose to do or have out of two or more possibilities,The car is too expensive so we're trying to find a cheaper alternative.,alternative_uk.mp3,alternative_us.mp3
118,although,conjunction,a2,/ɔːlˈðəʊ/,/ɔːlˈðəʊ/,used for introducing a statement that makes the main statement in a sentence seem surprising,"Although the sun was shining, it wasn't very warm.",although_uk.mp3,although_us.mp3
119,always,adverb,a1,/ˈɔːlweɪz/,/ˈɔːlweɪz/,at all times; on every occasion,There's almost always somebody at home in the evenings.,always_uk.mp3,always_us.mp3
120,amazed,adjective,b1,/əˈmeɪzd/,/əˈmeɪzd/,very surprised,an amazed look,amazed_uk.mp3,amazed_us.mp3
121,amazing,adjective,a1,/əˈmeɪzɪŋ/,/əˈmeɪzɪŋ/,"very surprising, especially in a way that you like or admire",an amazing feat/story/experience,amazing_uk.mp3,amazing_us.mp3
122,ambition,noun,b1,/æmˈbɪʃn/,/æmˈbɪʃn/,something that you want to do or achieve very much,She had fulfilled her lifelong ambition.,ambition_uk.mp3,ambition_us.mp3
123,ambitious,adjective,b1,/æmˈbɪʃəs/,/æmˈbɪʃəs/,"determined to be successful, rich, powerful, etc.",a fiercely ambitious young manager,ambitious_uk.mp3,ambitious_us.mp3
124,among,preposition,a2,/əˈmʌŋ/,/əˈmʌŋ/,surrounded by somebody/something; in the middle of somebody/something,a house among the trees,among_uk.mp3,among_us.mp3
125,amount,noun,a2,/əˈmaʊnt/,/əˈmaʊnt/,a quantity of something,I was amazed at the amount he could eat.,amount_uk.mp3,amount_us.mp3
126,amount,verb,b2,/əˈmaʊnt/,/əˈmaʊnt/,,,amount_uk.mp3,amount_us.mp3
127,analyse,verb,b1,/ˈænəlaɪz/,/ˈænəlaɪz/,"to examine the nature or structure of something, especially by separating it into its parts, in order to understand or explain it","analyse something, The job involves collecting and analysing data.",analyse_uk.mp3,analyse_us.mp3
128,analysis,noun,b1,/əˈnæləsɪs/,/əˈnæləsɪs/,the detailed study or examination of something in order to understand more about it; the result of the study,statistical/data analysis,analysis_uk.mp3,analysis_us.mp3
129,ancient,adjective,a2,/ˈeɪnʃənt/,/ˈeɪnʃənt/,belonging to a period of history that is thousands of years in the past,Archaeologists are excavating the ruined temples of this ancient civilization.,ancient_uk.mp3,ancient_us.mp3
130,and,conjunction,a1,/ənd/,/ənd/,also; in addition to,bread and butter,and_uk.mp3,and_us.mp3
131,anger,noun,b2,/ˈæŋɡə(r)/,/ˈæŋɡər/,the strong feeling that you have when something has happened that you think is bad and unfair,She had to find a way to express her pent-up anger.,anger_uk.mp3,anger_us.mp3
132,angle,noun,b2,/ˈæŋɡl/,/ˈæŋɡl/,"the space between two lines or surfaces that join, measured in degrees",a 45° angle,angle_uk.mp3,angle_us.mp3
133,angry,adjective,a1,/ˈæŋɡri/,/ˈæŋɡri/,having strong feelings about something that you dislike very much or about an unfair situation,Her behaviour really made me angry.,angry_uk.mp3,angry_us.mp3
134,animal,noun,a1,/ˈænɪml/,/ˈænɪml/,"a creature that is not a bird, a fish, a reptile, an insect or a human",the animals and birds of South America,animal_uk.mp3,animal_us.mp3
135,ankle,noun,a2,/ˈæŋkl/,/ˈæŋkl/,the joint connecting the foot to the leg; the narrow part of the leg just above the ankle joint,to sprain/break/twist your ankle,ankle_uk.mp3,ankle_us.mp3
136,anniversary,noun,b2,/ˌænɪˈvɜːsəri/,/ˌænɪˈvɜːrsəri/,a date that is an exact number of years after the date of an important or special event,on the anniversary of his wife’s death,anniversary_uk.mp3,anniversary_us.mp3
137,announce,verb,b1,/əˈnaʊns/,/əˈnaʊns/,"to tell people something officially, especially about a decision, plans, etc.","announce something, He officially announced his intention to resign at today's press conference.",announce_uk.mp3,announce_us.mp3
138,announcement,noun,b1,/əˈnaʊnsmənt/,/əˈnaʊnsmənt/,a spoken or written statement that informs people about something,to make an announcement,announcement_uk.mp3,announcement_us.mp3
139,annoy,verb,b1,/əˈnɔɪ/,/əˈnɔɪ/,to make somebody slightly angry ,"annoy somebody, His constant joking was beginning to annoy her.",annoy_uk.mp3,annoy_us.mp3
140,annoyed,adjective,b1,/əˈnɔɪd/,/əˈnɔɪd/,slightly angry,"annoyed with somebody at/about something, He was beginning to get very annoyed with me about my carelessness.",annoyed_uk.mp3,annoyed_us.mp3
141,annoying,adjective,b1,/əˈnɔɪɪŋ/,/əˈnɔɪɪŋ/,making somebody feel slightly angry,This interruption is very annoying.,annoying_uk.mp3,annoying_us.mp3
142,annual,adjective,b2,/ˈænjuəl/,/ˈænjuəl/,happening or done once every year,an annual meeting/event/report/conference,annual_uk.mp3,annual_us.mp3
143,another,determiner,a1,/əˈnʌðə(r)/,/əˈnʌðər/,one more; an extra thing or person,Would you like another drink?,another_uk.mp3,another_us.mp3
144,another,pronoun,a1,/əˈnʌðə(r)/,/əˈnʌðər/,one more; an extra thing or person,Would you like another drink?,another_uk.mp3,another_us.mp3
145,answer,noun,a1,/ˈɑːnsə(r)/,/ˈænsər/,"something that you say, write or do to react to a question or situation","I rang the bell, but there was no answer.",answer_uk.mp3,answer_us.mp3
146,answer,verb,a1,/ˈɑːnsə(r)/,/ˈænsər/,"to say, write or do something as a reaction to a question or situation","I repeated the question, but she didn't answer.",answer_uk.mp3,answer_us.mp3
147,anxious,adjective,b2,/ˈæŋkʃəs/,/ˈæŋkʃəs/,feeling worried or nervous,The bus was late and Sue began to get anxious.,anxious_uk.mp3,anxious_us.mp3
148,any,adverb,a2,/ˈeni/,/ˈeni/,"used to emphasize an adjective or adverb in negative sentences or questions, meaning ‘at all’",He wasn't any good at French.,any_uk.mp3,any_us.mp3
149,any,determiner,a1,/ˈeni/,/ˈeni/,"used with uncountable or plural nouns in negative sentences and questions, after if or whether, and after some verbs such as prevent, ban, forbid, etc. to refer to an amount or a number of something, however large or small",I didn't eat any meat.,any_uk.mp3,any_us.mp3
150,any,pronoun,a1,/ˈeni/,/ˈeni/,"used in negative sentences and in questions and after if or whether to refer to an amount or a number, however large or small",We need some more paint; there isn't any left.,any_uk.mp3,any_us.mp3
151,any more,adverb,a2,/ˌeni ˈmɔː(r)/,/ˌeni ˈmɔːr/,"often used at the end of negative sentences and at the end of questions, to mean ‘any longer’",She doesn't live here any more.,any more_uk.mp3,any more_us.mp3
152,anybody,pronoun,a2,/ˈenibɒdi/,/ˈenibɑːdi/,"used instead of somebody in negative sentences and in questions after if/whether, and after verbs such as prevent, forbid, avoid, etc.",Is there anybody who can help me?,anybody_uk.mp3,anybody_us.mp3
153,anyone,pronoun,a1,/ˈeniwʌn/,/ˈeniwʌn/,"used instead of someone in negative sentences and in questions after if/whether, and after verbs such as prevent, forbid, avoid, etc.",Is anyone there?,anyone_uk.mp3,anyone_us.mp3
154,anything,pronoun,a1,/ˈeniθɪŋ/,/ˈeniθɪŋ/,"used instead of something in negative sentences and in questions; after if/whether; and after verbs such as prevent, ban, avoid, etc.",Would you like anything else?,anything_uk.mp3,anything_us.mp3
155,anyway,adverb,a2,/ˈeniweɪ/,/ˈeniweɪ/,used when adding something to support an idea or argument,It's too expensive and anyway the colour doesn't suit you.,anyway_uk.mp3,anyway_us.mp3
156,anywhere,adverb,a2,/ˈeniweə(r)/,/ˈeniwer/,used in negative sentences and in questions instead of somewhere,I can't see it anywhere.,anywhere_uk.mp3,anywhere_us.mp3
157,anywhere,pronoun,a2,/ˈeniweə(r)/,/ˈeniwer/,used in negative sentences and in questions instead of somewhere,I don't have anywhere to stay.,anywhere_uk.mp3,anywhere_us.mp3
